movie_id, movie title , release date , video release date , IMDb URL , unknown , Action , Adventure , Animation , Children's , Comedy , Crime , Documentary , Drama , Fantasy , Film-Noir , Horror , Musical , Mystery , Romance , Sci-Fi , Thriller , War , Western , description, tagline, studio 
370,Mary Reilly,23-Feb-1996,,http://us.imdb.com/M/title-exact?Mary%20Reilly%20,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,"A housemaid falls in love with Dr. Jekyll and his darkly mysterious counterpart, Mr. Hyde.",,
371,Bridges of Madison County- The,09-Feb-1996,,http://us.imdb.com/M/title-exact?Bridges%20of%20Madison%20County-%20The%20,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,,,
372,Jeffrey,01-Jan-1995,,http://us.imdb.com/M/title-exact?Jeffrey%20,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Jeffery, a young gay man in New York, decides that sex is too much and decided to become celibate. He immediately meets the man of his dreams and must decide whether or not love is worth the danger of a boyfriend dying.",,
373,Judge Dredd,01-Jan-1995,,http://us.imdb.com/M/title-exact?Judge%20Dredd%20,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"In a dystopian future, Dredd, the most famous judge (a cop with instant field judiciary powers) is convicted for a crime he did not commit while his murderous counterpart escapes.",,Cinergi Pictures Entertainment
374,Mighty Morphin Power Rangers: The Movie,01-Jan-1995,,http://us.imdb.com/M/title-exact?Mighty%20Morphin%20Power%20Rangers:%20The%20Movie%20,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Six teenagers have discovered the power to fight the forces of evil. Now the fate of the universe is in their hands.",The Power Is On!,
375,Showgirls,01-Jan-1995,,http://us.imdb.com/M/title-exact?Showgirls%20,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"A young drifter, named Nomi, arrives in Las Vegas to become a dancer and soon sets about clawing and pushing her way to become the top of the Vegas showgirls.",,Vegas Productions
376,Houseguest,01-Jan-1994,,http://us.imdb.com/M/title-exact?Houseguest%20,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"No overview found.",,
377,Heavyweights,01-Jan-1994,,http://us.imdb.com/M/title-exact?Heavyweights%20,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Camp Hope is a summer retreat for overweight boys run by a kindly couple who make the campers feel comfortable with their extra pounds. But when tyrannical fitness guru Tony buys the camp, he puts the kids on a cruel regimen that goes too far. Sick of the endless weeks of ""all work and no play,"" the kids stage a coup and reclaim their summer of fun.",They don't run the fastest. They don't jump the highest. But they sure are getting the last laugh. Heavyweights. They never met a hot dog they didn't like ... until now.,Walt Disney Pictures
378,Miracle on 34th Street,01-Jan-1994,,http://us.imdb.com/M/title-exact?Miracle%20on%2034th%20Street%20,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Kris Kringle, seemingly the embodiment of Santa Claus, is asked to portray the jolly old fellow at Macy's following his performance in the Thanksgiving Day parade. His portrayal is so complete many begin to question if he truly is Santa Claus while others question his sanity. ",,
379,Tales From the Crypt Presents: Demon Knight,01-Jan-1995,,http://us.imdb.com/M/title-exact?Tales%20From%20the%20Crypt%20Presents:%20Demon%20Knight%20,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,
380,Star Trek: Generations,01-Jan-1994,,http://us.imdb.com/M/title-exact?Star%20Trek:%20Generations%20,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Captain Jean-Luc Picard and the crew of the Enterprise-D find themselves at odds with the renegade scientist Soren who is destroying entire star systems. Only one man can help Picard stop Soren's scheme...and he's been dead for seventy-eight years.",Boldly go.,Paramount Pictures
381,Muriel's Wedding,01-Jan-1994,,http://us.imdb.com/M/title-exact?Muriel's%20Wedding%20,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"Muriel\u2019s Wedding is P.J. Hogan\u2019s film debut. A humorous emancipation story of an unemployed woman who evolves from a dreamer into a self sustaining successful woman. An amusing comedy that\u2019s funny, silly, angry and serious.",,Miramax Films
382,Adventures of Priscilla- Queen of the Desert- The,01-Jan-1994,,http://us.imdb.com/M/title-exact?Adventures%20of%20Priscilla-%20Queen%20of%20the%20Desert-%20The%20,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,,Miramax Films
383,Flintstones- The,01-Jan-1994,,http://us.imdb.com/M/title-exact?Flintstones-%20The%20,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Miramax Films
384,Naked Gun 33 1/3: The Final Insult,01-Jan-1994,,http://us.imdb.com/M/title-exact?Naked%20Gun%2033%201/3:%20The%20Final%20Insult%20,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Miramax Films
385,True Lies,01-Jan-1994,,http://us.imdb.com/M/title-exact?True%20Lies%20,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,,Miramax Films
386,Addams Family Values,01-Jan-1993,,http://us.imdb.com/M/title-exact?Addams%20Family%20Values%20,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Pugsley and Wednesday Addams aren't happy with their new baby brother, Pubert. Gomez tries to comfort Morticia by hiring a nanny. The Addams' finally find the perfect nanny in Debbie.  She charms the family, especial Uncle Fester...",The Family Just Got A Little Stranger,Orion Pictures Corporation
387,Age of Innocence- The,01-Jan-1993,,http://us.imdb.com/M/title-exact?Age%20of%20Innocence-%20The%20,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,Orion Pictures Corporation
388,Beverly Hills Cop III,01-Jan-1994,,http://us.imdb.com/M/title-exact?Beverly%20Hills%20Cop%20III%20,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Detroit cop Axel Foley is back in sunny Southern California in the third installment of the comedic fish-out-of-water Beverly Hills Cop series. On the trail of two murderers, Axel again teams up with Los Angeles cop Billy Rosewood. Soon, they discover that an amusement park is being used as a front for a massive counterfeiting ring -- and it's run by the same gang that shot Billy's boss.",In for the ride of his life!,Paramount Pictures
389,Black Beauty,01-Jan-1994,,http://us.imdb.com/Title?Black+Beauty+(1994/I),0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"The fates of horses, and the people who own and command them, are revealed as Black Beauty narrates the circle of his life.",,Warner Bros. Pictures
390,Fear of a Black Hat,01-Jan-1993,,http://us.imdb.com/M/title-exact?Fear%20of%20a%20Black%20Hat%20,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Warner Bros. Pictures
391,Last Action Hero,01-Jan-1993,,http://us.imdb.com/M/title-exact?Last%20Action%20Hero%20,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Danny is obsessed with a fictional movie character action hero Jack Slater.. When a magical ticket transports him into Jack's latest adventure, Danny finds himself in a world where movie magic and reality collide. Now it's up to Danny to save the life of his hero and new friend.",This isn't the movies anymore.,Columbia Pictures Corporation
392,Man Without a Face- The,01-Jan-1993,,http://us.imdb.com/M/title-exact?Man%20Without%20a%20Face-%20The%20,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,Columbia Pictures Corporation
393,Mrs. Doubtfire,01-Jan-1993,,http://us.imdb.com/M/title-exact?Mrs.%20Doubtfire%20,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Mrs. Doubtfire is a comedy about a man who wants to be close to his kids yet is legally only allowed to see them once and a while after a divorce with his wife. He eventually comes up with the idea of dressing up as an old woman and working for his ex-wife as her maid. A comedy starring Robbin Williams as Mrs. Doubtfire.",She makes dinner. She does windows. She reads bedtime stories. She's a blessing... in disguise.,Blue Wolf Productions
394,Radioland Murders,01-Jan-1994,,http://us.imdb.com/M/title-exact?Radioland%20Murders%20,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,,,Blue Wolf Productions
395,Robin Hood: Men in Tights,01-Jan-1993,,http://us.imdb.com/M/title-exact?Robin%20Hood:%20Men%20in%20Tights%20,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Robin Hood comes home after fighting in the Crusades to learn that the noble King Richard is in exile and that the despotic King John now rules England, with the help of the Sheriff of Rottingham. Robin Hood assembles a band of fellow patriots to do battle with King John and the Sheriff.","The legend had it coming... Find out where Robin Hood put his Little John, what made Will Scarlet, and what did Friar Tuck into his tights that Maid Marion all of a quiver?",Brooksfilms Ltd.
396,Serial Mom,01-Jan-1994,,http://us.imdb.com/M/title-exact?Serial%20Mom%20,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,"A picture perfect middle class family is shocked when they find out that one of their neighbors is receiving obscene phone calls. The mom takes slights against her family very personally, and it turns out she is indeed the one harassing the neighbor. As other slights befall her beloved family, the body count begins to increase.","Every Mom Wants to Be Wanted, But Not For Murder One!",
397,Striking Distance,01-Jan-1993,,http://us.imdb.com/M/title-exact?Striking%20Distance%20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Set against the backdrop of the Pittsburgh river system, a river patrol cop is on a quest to catch a serial killer at all costs.",,
398,Super Mario Bros.,01-Jan-1993,,http://us.imdb.com/M/title-exact?Super%20Mario%20Bros.%20,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Mario and Luigi, two hard working plumbers find themselves in an alternate universe where evolved dinosaurs live in hi-tech squalor. They find themselves the only hope to save the Earth from invasion.",,
399,Three Musketeers- The,01-Jan-1993,,http://us.imdb.com/M/title-exact?Three%20Musketeers-%20The%20,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
400,Little Rascals- The,01-Jan-1994,,http://us.imdb.com/M/title-exact?Little%20Rascals-%20The%20,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
401,Brady Bunch Movie- The,01-Jan-1995,,http://us.imdb.com/M/title-exact?Brady%20Bunch%20Movie-%20The%20,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
402,Ghost,01-Jan-1990,,http://us.imdb.com/M/title-exact?Ghost%20,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,"Gothamites Sam and Molly see their romance shattered when a street thug kills Sam during a mugging. But love endures beyond the grave when a spectral Sam learns that Molly is in danger and he must find a way to warn her before she suffers his fate.",A love that will last forever.,Paramount Pictures
403,Batman,01-Jan-1989,,http://us.imdb.com/M/title-exact?Batman%20,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,"Gotham City: dark, dangerous, 'protected' only by a mostly corrupt police department. Despite the best efforts of D.A. Harvey Dent and police commissioner Jim Gordon, the city becomes increasingly unsafe...until a Dark Knight arises. Jack Napier, one-time enforcer for Boss Grissom, horribly disfigured after a firefight in a chemical factory...who, devoid of the last vestiges of sanity, seizes control of Gotham's underworld as the psychotic, unpredictable Clown Prince of Crime...the Joker.",Have you ever danced with the devil in the pale moonlight?,
404,Pinocchio,01-Jan-1940,,http://us.imdb.com/M/title-exact?Pinocchio%20,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Pinocchio is a wooden puppet that longs to be a real boy, is one for the ages -- and among the most magical animated films ever made. Aided by his friend Jiminy Cricket, Pinocchio faces many challenges on the way to making his dream come true.",For The Young In Heart Of Every Age ! !,Walt Disney Pictures
405,Mission: Impossible,22-May-1996,,http://us.imdb.com/M/title-exact?Mission:%20Impossible%20,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"When Ethan Hunt, the leader of a crack espionage team whose perilous operation has gone awry with no explanation, discovers that a mole has penetrated the CIA, he's surprised to learn that he's the No. 1 suspect. To clear his name, Hunt now must ferret out the real double agent and, in the process, even the score.",Expect the Impossible.,Cruise\/Wagner Productions
406,Thinner,25-Oct-1996,,http://us.imdb.com/M/title-exact?Thinner%20,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,"A fat Lawyer finds himself growing ""Thinner"" when an old gypsy man places a hex on him. Now the lawyer must call upon his friends in organized crime to help him persuade the gypsy to lift the curse. Time is running out for the desperate lawyer as he draws closer to his own death, and grows ever thinner.",,
407,Spy Hard,24-May-1996,,http://us.imdb.com/M/title-exact?Spy%20Hard%20,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"General Rancor is threatening to destroy the world with a missile he is hiding at his secret base. But to complete his goal, he needs a special computer chip, invented by the scientist Prof. Ukrinsky. Special Agent Dick Steele is assigned to the case, in order to prevent the worst.",,
408,Close Shave- A,28-Apr-1996,,http://us.imdb.com/M/title-exact?Close%20Shave-%20A%20,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,,,
409,Jack,07-Aug-1996,,http://us.imdb.com/M/title-exact?Jack%20,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"Jack Powell suffers from an affliction that makes him grow four times faster than normal, so the 10-year-old looks like a 40-year-old man. After years of being tutored at home, Jack convinces his overprotective parents to send him to public school. The children don't know what to make of Jack, but with the help of his fifth-grade teacher, he makes an effort to win them over.",Jack Powell is about to tackle his biggest adventure ever... the fifth grade!,American Zoetrope
410,Kingpin,12-Jul-1996,,http://us.imdb.com/M/title-exact?Kingpin%20,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"After bowler Roy Munsen swindles the wrong crowd and is left with a hook for a hand, he settles into impoverished obscurity. That is, until he uncovers the next big thing: an Amish kid named Ishmael. So, the corrupt and the hopelessly na\u00EFve hit the circuit intent on settling an old score with Big Ern.",You wouldn't want to meet these pinheads in an alley.,Rysher Entertainment
411,Nutty Professor- The,28-Jun-1996,,http://us.imdb.com/M/title-exact?Nutty%20Professor-%20The%20,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,,,Rysher Entertainment
412,Very Brady Sequel- A,23-Aug-1996,,http://us.imdb.com/M/title-exact?Very%20Brady%20Sequel-%20A%20,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Rysher Entertainment
413,Tales from the Crypt Presents: Bordello of Blood,19-Jul-1996,,http://us.imdb.com/M/title-exact?Tales%20from%20the%20Crypt%20Presents:%20Bordello%20of%20Blood%20,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,Rysher Entertainment
414,My Favorite Year,01-Jan-1982,,http://us.imdb.com/M/title-exact?My%20Favorite%20Year%20,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Rysher Entertainment
415,Apple Dumpling Gang- The,01-Jan-1975,,http://us.imdb.com/M/title-exact?Apple%20Dumpling%20Gang-%20The%20,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,,,Rysher Entertainment
416,Old Yeller,01-Jan-1957,,http://us.imdb.com/M/title-exact?Old%20Yeller%20,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,Rysher Entertainment
417,Parent Trap- The,01-Jan-1961,,http://us.imdb.com/M/title-exact?Parent%20Trap-%20The%20,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,Rysher Entertainment
418,Cinderella,01-Jan-1950,,http://us.imdb.com/M/title-exact?Cinderella%20,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"When Cinderella's cruel stepmother prevents her from attending the Royal Ball, she gets some unexpected help from the lovable mice Gus and Jaq, and from her Fairy Godmother.",The greatest love story ever told.,Walt Disney Productions
419,Mary Poppins,01-Jan-1964,,http://us.imdb.com/M/title-exact?Mary%20Poppins%20,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,"Mary Poppins is the Disney musical film version of the Australian children's book. One of the classic Disney films and the first film to combine live action with animation in a story about the magical nanny named Mary Poppins who comes and goes by flying with her umbrella.",It's supercalifragilisticexpialidocious!,Walt Disney Company
420,Alice in Wonderland,01-Jan-1951,,http://us.imdb.com/M/title-exact?Alice%20in%20Wonderland%20,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"On a golden afternoon, young Alice follows a White Rabbit, who disappears down a nearby rabbit hole. Quickly following him, she tumbles into the burrow - and enters the merry, topsy-turvy world of Wonderland! Memorable songs and whimsical escapades highlight Alice's journey, which culminates in a madcap encounter with the Queen of Hearts - and her army of playing cards!",A world of wonders in One Great Picture,Walt Disney Productions
421,William Shakespeare's Romeo and Juliet,25-Oct-1996,,http://us.imdb.com/Title?Romeo+%2B+Juliet+,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,,,Walt Disney Productions
422,Aladdin and the King of Thieves,01-Jan-1996,,http://us.imdb.com/M/title-exact?Aladdin%20and%20the%20King%20of%20Thieves%20%20(V),0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"At long last, Aladdin is about to marry the Princess Jasmine. Despite the presence and encouragement of his friends Genie, Carpet, and Abu, he is fearful and anxious. He is most worried as to what kind of father he will be, having never known his own. But when the 40 Thieves disrupt the wedding trying to steal a magical oracular talisman, Aladdin is drawn into a dangerous quest to stop the thieves.",,
423,E.T. the Extra-Terrestrial,01-Jan-1982,,http://us.imdb.com/M/title-exact?E%2ET%2E%20the%20Extra-Terrestrial%20%281982%29,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,,,
424,Children of the Corn: The Gathering,01-Jan-1996,,http://us.imdb.com/M/title-exact?Children%20of%20the%20Corn%3A%20The%20Gathering%20%281996%29,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,
425,Bob Roberts,01-Jan-1992,,http://us.imdb.com/M/title-exact?Bob%20Roberts%20,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Mock documentary about an upstart candidate for the U.S. Senate written and directed by actor Tim Robbins. Bob Roberts is a folksinger with a difference: He offers tunes that protest welfare chiselers, liberal whining, and the like. As the filmmakers follow his campaign, Robbins gives needle-sharp insight into the way candidates manipulate the media.",,
426,Transformers: The Movie- The,01-Jan-1986,,http://us.imdb.com/M/title-exact?Transformers:%20The%20Movie-%20The%20,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,,,
427,To Kill a Mockingbird,01-Jan-1962,,http://us.imdb.com/M/title-exact?To%20Kill%20a%20Mockingbird%20,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"To Kill A Mockingbird is the film adaptation of the classic book by Harper Lee. The film tells the story of a child in a small American town in the 1930\u2019s where color prejudice, racial hatred, and taking the law into your own hands were everyday events. Gregory Peck would receive an Oscar for his excellent portrayal of a single father named Atticus Finch.","If you have read the novel, you will relive every treasured moment. . .If not, a deeply moving experience awaits you!",Highland-Brentwood Production
428,Harold and Maude,01-Jan-1971,,http://us.imdb.com/M/title-exact?Harold%20and%20Maude%20,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"The young Harold lives in his own world of suicide-attempts and funeral visits to avoid the misery of his current family and home environment. Harold meets an 80-year-old woman named Maude who also lives in her own world yet one in which she is having the time of her life. When the two opposites meet they realize that their differences don\u2019t matter and they become best friends and love each other.",,Paramount Pictures
429,Day the Earth Stood Still- The,01-Jan-1951,,http://us.imdb.com/M/title-exact?Day%20the%20Earth%20Stood%20Still-%20The%20,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,,,Paramount Pictures
430,Duck Soup,01-Jan-1933,,http://us.imdb.com/M/title-exact?Duck%20Soup%20,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,"Rufus T. Firefly is named president\/dictator of bankrupt Freedonia and declares war on neighboring Sylvania over the love of wealthy Mrs. Teasdale.",,Paramount Pictures
431,Highlander,01-Jan-1986,,http://us.imdb.com/M/title-exact?Highlander%20,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"He fought his first battle on the Scottish Highlands in 1536. He will fight his greatest battle on the streets of New York City in 1986. His name is Connor MacLeod. He is immortal.",,EMI Films Ltd.
432,Fantasia,01-Jan-1940,,http://us.imdb.com/M/title-exact?Fantasia%20,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Fantasia is the adventurous 1940 experiment from Disney. The film sets Disney animated characters to classical music as Mickey Mouse uses his magic wand to set broomsticks dancing in one of the more famous elaborate scenes. The film was groundbreaking in its usage of animation and music and is still considered a masterpiece decades later.",Hear the pictures! See the music!,RKO Radio Pictures
433,Heathers,01-Jan-1989,,http://us.imdb.com/M/title-exact?Heathers%20,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"A girl who half-heartedly tries to be part of the ""in crowd"" of her school meets a rebel who teaches her a more devious way to play social politics.",,Cinemarque
434,Forbidden Planet,01-Jan-1956,,http://us.imdb.com/M/title-exact?Forbidden%20Planet%20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Captain Adams and the crew of the Starship C57D fly towards planet Altair 4 in search for the Bellerphon spaceship that has been missing for twenty years. To their surprise they are already being expected. A classic science fiction film from 1957 starring Leslie Nielsen.",,Metro-Goldwyn-Mayer
435,Butch Cassidy and the Sundance Kid,01-Jan-1969,,http://us.imdb.com/M/title-exact?Butch%20Cassidy%20and%20the%20Sundance%20Kid%20,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,"Butch Cassidy and the Sundance Kid is a western comedy from 1969 starring Paul Newman and Robert Redford, two robbers with one more job to finish. The film was biggest box-office hit of the 60\u2019s.","Not that it matters, but most of it is true.",20th Century Fox
436,American Werewolf in London- An,01-Jan-1981,,http://us.imdb.com/M/title-exact?American%20Werewolf%20in%20London-%20An%20,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,20th Century Fox
437,Amityville 1992: It's About Time,01-Jan-1992,,http://us.imdb.com/M/title-exact?Amityville%201992:%20It's%20About%20Time%20,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,20th Century Fox
438,Amityville 3-D,01-Jan-1983,,http://us.imdb.com/M/title-exact?Amityville%203-D%20,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,20th Century Fox
439,Amityville: A New Generation,01-Jan-1993,,http://us.imdb.com/M/title-exact?Amityville:%20A%20New%20Generation%20,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,20th Century Fox
440,Amityville II: The Possession,01-Jan-1982,,http://us.imdb.com/M/title-exact?Amityville%20II:%20The%20Possession%20,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"The night of February 5, 1976, Goerge and Kathleen Lutz and their three children fled their home in Amityville, New York. They got out alive! Their living nightmare shocked audiences around the world in ""The Amityville Horror"". But before them, another family lived in this house and were caught by the original evil. They weren't so lucky... this is their story!",If these walls could talk...they would SHRIEK!,
441,Amityville Horror- The,01-Jan-1979,,http://us.imdb.com/M/title-exact?Amityville%20Horror-%20The%20,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,
442,Amityville Curse- The,01-Jan-1990,,http://us.imdb.com/M/title-exact?Amityville%20Curse-%20The%20,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,
443,Birds- The,01-Jan-1963,,http://us.imdb.com/M/title-exact?Birds-%20The%20,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,
444,Blob- The,01-Jan-1958,,http://us.imdb.com/M/title-exact?Blob-%20The%20,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,,,
445,Body Snatcher- The,01-Jan-1945,,http://us.imdb.com/M/title-exact?Body%20Snatcher-%20The%20,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,
446,Burnt Offerings,01-Jan-1976,,http://us.imdb.com/M/title-exact?Burnt%20Offerings%20,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"A couple and their 10-year-old son move into a giant house for the summer.  Things start acting strange almost immediately.  It seems that every time some gets hurt on the grounds the beat-up house seems to repair itself.","Up the ancient stairs, behind the locked door, something lives, something evil, from which no one has ever returned.",Produzioni Europee Associati
447,Carrie,01-Jan-1976,,http://us.imdb.com/M/title-exact?Carrie%20,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"No overview found.",,MGM Television
448,Omen- The,01-Jan-1976,,http://us.imdb.com/M/title-exact?Omen-%20The%20,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,MGM Television
449,Star Trek: The Motion Picture,01-Jan-1979,,http://us.imdb.com/M/title-exact?Star%20Trek:%20The%20Motion%20Picture%20,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"When a destructive space entity is spotted approaching Earth, Admiral Kirk resumes command of the Starship Enterprise in order to intercept, examine, and hopefully stop it.",The human adventure is just beginning.,Paramount Pictures
450,Star Trek V: The Final Frontier,01-Jan-1989,,http://us.imdb.com/M/title-exact?Star%20Trek%20V:%20The%20Final%20Frontier%20,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Capt. Kirk and his crew must deal with Mr. Spock's half brother who kidnaps three diplomats and hijacks the Enterprise in his obsessive search for God.",Adventure and imagination will meet at the final frontier.,Paramount Pictures
451,Grease,01-Jan-1978,,http://us.imdb.com/M/title-exact?Grease%20,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,"Grease is the successful cult film based on a Musical of the same name starring Olivia Newton and John Travolta as high school sweethearts in this 60\u2019s musical fairytale. Newton and Travolta actually sung the songs that became a part of America\u2019s pop culture.",Grease is the word,Paramount Pictures
452,Jaws 2,01-Jan-1978,,http://us.imdb.com/M/title-exact?Jaws%202%20,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"The sequel to the successful blockbuster Jaws. An American horror thriller from 1978 about a great white that brings fear to everyone near the water. The film used it\u2019s predecessor\u2019s success to achieve it\u2019s own and was not directed by Steven Spielberg.  ",Just when you thought it was safe to go back in the water.,Universal Pictures
453,Jaws 3-D,01-Jan-1983,,http://us.imdb.com/M/title-exact?Jaws%203-D%20,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"This third film in the series follows a group of marine biologists attempting to capture a young great white shark that has wandered into Florida's Sea World Park. However, later it is discovered that the shark's 35-foot mother is also a guest at Sea World. What follows is the shark reeking havoc on the visitors in the park.",,
454,Bastard Out of Carolina,15-Dec-1996,,http://us.imdb.com/M/title-exact?Bastard%20Out%20of%20Carolina%20,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,
455,Jackie Chan's First Strike,10-Jan-1997,,http://us.imdb.com/M/title-exact?Police%20Story%204:%20First%20Strike%20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
456,Beverly Hills Ninja,17-Jan-1997,,http://us.imdb.com/M/title-exact?Beverly%20Hills%20Ninja%20,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Haru, an orphaned American who washes ashore in Japan and is mistaken for the great White Ninja of legend. Raised among the finest Ninjas, Haru grows strong and big - very big. With the grace of all Three Stooges rolled into one body, Haru is an embarrassment to his clan. But when a beautiful blonde pleads for his help, Haru is given one dangerous, disastrously funny chance to prove himself.",He put's the Mortal back in Kombat.,
